0.0048505487	0.0036681071	0.0018541019	0.0005205144	0.0056562982	0.0034512200	0.0032367457	0.9744654894	0.0022970971
0.0004572134	0.0000642858	0.0000685689	0.0000333885	0.0011693349	0.0001135945	0.0006787900	0.9961230159	0.0012918878
0.0018297270	0.0000728540	0.0001099992	0.0001839878	0.0479511917	0.0020196140	0.0395890884	0.8756629229	0.0325807333
0.0524315946	0.0170914158	0.0052291201	0.0038939896	0.0094641550	0.0049125804	0.0092132632	0.0708712712	0.8268926144
0.0228712820	0.0924292058	0.0042555076	0.0462293439	0.0003725878	0.0020495169	0.0002895118	0.0020508014	0.8294522166
0.0864154473	0.1775456965	0.0710759982	0.0277079549	0.0969127417	0.1292961389	0.0737666413	0.0360209122	0.3012584746
0.5127793550	0.0033654890	0.0011062521	0.0442199409	0.0019201416	0.0023730197	0.0018316127	0.0895561650	0.3428480327
0.0013379755	0.0003929168	0.0000918863	0.0001608328	0.0002161089	0.0002699836	0.0003022045	0.0005418230	0.9966862798
0.0251387674	0.0037215580	0.0095756147	0.0125018153	0.0056796740	0.0038423780	0.0062620710	0.0076750633	0.9256030321
0.4169160724	0.0008237958	0.0000709881	0.0022100620	0.0002803150	0.0008973610	0.0004669084	0.0035695354	0.5747650266
0.0791043788	0.0144730313	0.0111949546	0.0181858707	0.1339224428	0.1821380407	0.1598559618	0.0549982972	0.3461270332
0.0012775876	0.0256449729	0.0002887585	0.0003101027	0.0001626416	0.0008716966	0.0000930359	0.0006891277	0.9706620574
0.0232215505	0.0012011065	0.0002360819	0.0024033289	0.0006687517	0.0007050891	0.0007097847	0.0043799337	0.9664743543
0.0261363667	0.0057504228	0.0013557525	0.0016748974	0.0404259153	0.4464097917	0.0402242690	0.0166628901	0.4213597476
0.1034574136	0.0095377499	0.0132663473	0.0092225410	0.0990537107	0.0300232898	0.1144157276	0.0168499406	0.6041732430
0.0002280201	0.0002967473	0.0000408893	0.0000496395	0.0001059396	0.0001156888	0.0000940423	0.0002572531	0.9988118410
0.0006000901	0.0003114414	0.0000723929	0.0003746136	0.0001868983	0.0001679947	0.0002244840	0.0002449084	0.9978171587
