0.9317234159	0.0020806259	0.0004148790	0.0063727596	0.0079257982	0.0102312816	0.0120043186	0.0030605583	0.0261863600
0.7159703970	0.0648502782	0.0338752605	0.0378171913	0.0065603713	0.0418224446	0.0063049365	0.0044591911	0.0883399099
0.5311977267	0.0031871572	0.0037480737	0.0422656983	0.0708234236	0.0190595966	0.0631258339	0.2095194012	0.0570730753
0.7641553879	0.0399695933	0.0094670523	0.0205112007	0.0377621725	0.0305344705	0.0230272058	0.0168683827	0.0577045493
0.9516575336	0.0029565974	0.0005775924	0.0120354593	0.0027624103	0.0021241922	0.0023800582	0.0069119036	0.0185942594
0.8691755533	0.0043700240	0.0023677219	0.0119957943	0.0104308873	0.0085160118	0.0129217030	0.0153203737	0.0649019703
0.1458854377	0.0171603262	0.0348190293	0.0168232303	0.3457212746	0.0405400358	0.3552661538	0.0284734555	0.0153109580
0.4990309179	0.0016156277	0.0027791548	0.0081184655	0.1997389048	0.0128384521	0.1990941912	0.0507611148	0.0260231867
0.6305525303	0.0003624436	0.0000785814	0.0014649463	0.0005740728	0.0018741774	0.0011931473	0.0039530247	0.3599470854
0.9745535254	0.0010000042	0.0005691005	0.0115407445	0.0019501722	0.0017306090	0.0021486776	0.0023441100	0.0041630864
0.0398188382	0.4836004674	0.0523052104	0.0078768730	0.0518427491	0.0659941435	0.0399339236	0.1927589774	0.0658688247
0.0152515676	0.9029139876	0.0111728460	0.0043027266	0.0044604354	0.0157152172	0.0020973156	0.0084471451	0.0356388614
0.0090588424	0.8992775083	0.0524818860	0.0045129308	0.0058464077	0.0128192864	0.0031336795	0.0041347807	0.0087347263
0.0020871875	0.0129682161	0.0009755312	0.0004910456	0.0012431690	0.0045536463	0.0007575891	0.0011861332	0.9757374525
0.0006989364	0.9813154340	0.0020701527	0.0003148383	0.0002384140	0.0005110959	0.0000833877	0.0136006009	0.0011671231
0.0056363223	0.9517823458	0.0083261710	0.0020029510	0.0016864188	0.0037777647	0.0007331340	0.0177590139	0.0082958620
0.0004976782	0.9856533408	0.0024418347	0.0003385769	0.0003357758	0.0021647511	0.0000945013	0.0006091911	0.0078642955
0.0202799328	0.8123262525	0.1089927405	0.0229081679	0.0037706906	0.0131880604	0.0020288331	0.0040577068	0.0124475993
0.0013943255	0.9836083055	0.0068438426	0.0009302980	0.0004857556	0.0019698436	0.0002073457	0.0030531499	0.0015072192
0.0176771749	0.5975398421	0.1901008338	0.0351960771	0.0330165960	0.0222871862	0.0148265194	0.0760864541	0.0132692633
0.0020083454	0.0740704238	0.8469828367	0.0181955360	0.0049905381	0.0012941471	0.0034238906	0.0067292354	0.0423049368
0.0012429924	0.0022347430	0.9045571685	0.0072099082	0.0296202507	0.0007122611	0.0474598557	0.0038732705	0.0030894794
0.0112674339	0.0417022109	0.7142522931	0.0276195202	0.0348461941	0.0037454490	0.0298265647	0.1027779281	0.0339625403
0.0115780514	0.0134040629	0.6448275447	0.0173214898	0.1322635263	0.0057697212	0.1280291975	0.0226500276	0.0241563469
0.0039938674	0.0372355506	0.8793001771	0.0129859159	0.0092632836	0.0021417537	0.0104289344	0.0030371528	0.0416132733
0.0004088291	0.0042866608	0.9679884315	0.0016720236	0.0094243195	0.0003191190	0.0061004511	0.0092686405	0.0005314437
0.0012908169	0.0139857782	0.9558571577	0.0127233081	0.0079126628	0.0008560712	0.0058453027	0.0009974018	0.0005316157
0.0028450454	0.0116140628	0.9479014277	0.0156702250	0.0084090168	0.0013436729	0.0071982532	0.0016489596	0.0033694126
0.0624736883	0.3057730198	0.1181544438	0.0191727895	0.1286167055	0.1179393008	0.1091463342	0.0326293185	0.1060944051
0.0327431709	0.0237632468	0.8520068526	0.0203019530	0.0213171430	0.0027573158	0.0198276490	0.0126687335	0.0146139972
0.0277800597	0.0126676783	0.0078599015	0.9411252737	0.0015641607	0.0013915437	0.0007149703	0.0027288853	0.0041676061
0.1093061566	0.0130320592	0.0123440968	0.4232214391	0.0100583937	0.0086480957	0.0091089262	0.0074668690	0.4068139791
0.0496697985	0.0008523226	0.0033248907	0.9248324633	0.0061534457	0.0007325493	0.0039907140	0.0076598660	0.0027839898
0.0410474315	0.0237512495	0.0420390032	0.8199276328	0.0118746310	0.0020784137	0.0063783592	0.0237110779	0.0291922484
0.0010208882	0.0001393263	0.0018608849	0.9960795045	0.0003065508	0.0000252886	0.0001396718	0.0003335260	0.0000942333
0.0037895180	0.0009491171	0.0192976929	0.9651532173	0.0041467687	0.0001868976	0.0019816540	0.0036889743	0.0008062237
0.0063095200	0.0048939968	0.0631726757	0.9133682847	0.0024498168	0.0003837569	0.0011370460	0.0012157216	0.0070691649
0.0384666622	0.5771595836	0.0970071182	0.0666491687	0.0212662425	0.0199186318	0.0104260128	0.0754996911	0.0936068892
0.0163081624	0.0292063188	0.0928260759	0.7667220831	0.0126616322	0.0023387212	0.0056158039	0.0574483909	0.0168728642
0.0006193603	0.0000507741	0.0004572995	0.9986202717	0.0000810960	0.0000083559	0.0000347563	0.0000720112	0.0000562019
0.0966943875	0.0124677774	0.0307859518	0.0220148861	0.3202038705	0.0331176780	0.2378752232	0.1893600821	0.0574802086
0.0016511721	0.0001875902	0.0020314993	0.0005988990	0.4744006097	0.0038332876	0.5112732649	0.0045949779	0.0014287012
0.0023071545	0.0003532748	0.0012251721	0.0003161614	0.4458943605	0.0295236800	0.4710102081	0.0460019931	0.0033681695
0.0560202003	0.0014017479	0.0075594336	0.0058843764	0.4643016756	0.0075670104	0.4137983620	0.0180396531	0.0254276115
0.0232228078	0.0120235225	0.0043364302	0.0037131675	0.1050474271	0.0245513245	0.0511407144	0.6771361232	0.0988284796
0.0073134769	0.0006459893	0.0025109588	0.0014127808	0.1473448575	0.0032827985	0.1549810171	0.6455235481	0.0369845293
0.1511073112	0.0059790006	0.0208401736	0.0175061896	0.2794178426	0.0361452140	0.3446554244	0.0580723956	0.0862764269
0.0247825515	0.0243116859	0.1750725061	0.0254585464	0.3358676732	0.0199637674	0.1668655574	0.1033580452	0.1243197247
0.0035907405	0.0004057740	0.0067393812	0.0009459205	0.4784208536	0.0029787552	0.4860475957	0.0192676093	0.0016033453
0.0156221688	0.0053925505	0.0412057713	0.0183753707	0.7668963075	0.0044306079	0.1208306104	0.0127196684	0.0145269157
0.0007672847	0.0014317865	0.0000378406	0.0000326724	0.0001145621	0.9957951307	0.0001246887	0.0000215832	0.0016744428
0.0115393689	0.0020492482	0.0010668553	0.0007112992	0.0739089549	0.7716035247	0.0729988292	0.0456132814	0.0205086935
0.0401021652	0.0239877403	0.0037140681	0.0026314494	0.0204556193	0.7608450651	0.0225395989	0.0404665694	0.0852576867
0.0195685104	0.0034212961	0.0053890361	0.0029368638	0.3572392464	0.1513610333	0.3704001904	0.0645268187	0.0251570754
0.0139618246	0.0132036330	0.0017276597	0.0006553396	0.0108990148	0.9343119860	0.0123799648	0.0005531412	0.0123075796
0.0075846524	0.0088351080	0.0020573302	0.0013191806	0.0083744889	0.9429585338	0.0073667159	0.0040340945	0.0174698904
0.0005093525	0.0005451386	0.0000321368	0.0000136077	0.0002636504	0.9976529479	0.0003387715	0.0000252549	0.0006191159
0.0179313123	0.0051275045	0.0007016028	0.0006918221	0.0234585274	0.8254286051	0.0282362364	0.0474415049	0.0509827808
0.0320688449	0.0400182791	0.0062479824	0.0025719278	0.0219454560	0.8696672916	0.0135010751	0.0022266090	0.0117524881
0.0312942825	0.0327416360	0.0037368571	0.0029253201	0.0136186508	0.8691267371	0.0137839271	0.0012421741	0.0315304585
0.0033976331	0.0002902491	0.0091884946	0.0012041453	0.5329545140	0.0035950884	0.4446608424	0.0036931925	0.0010158236
0.0966943875	0.0124677774	0.0307859518	0.0220148861	0.3202038705	0.0331176780	0.2378752232	0.1893600821	0.0574802086
0.0016511721	0.0001875902	0.0020314993	0.0005988990	0.4744006097	0.0038332876	0.5112732649	0.0045949779	0.0014287012
0.0023071545	0.0003532748	0.0012251721	0.0003161614	0.4458943605	0.0295236800	0.4710102081	0.0460019931	0.0033681695
0.0560202003	0.0014017479	0.0075594336	0.0058843764	0.4643016756	0.0075670104	0.4137983620	0.0180396531	0.0254276115
0.0232228078	0.0120235225	0.0043364302	0.0037131675	0.1050474271	0.0245513245	0.0511407144	0.6771361232	0.0988284796
0.0073134769	0.0006459893	0.0025109588	0.0014127808	0.1473448575	0.0032827985	0.1549810171	0.6455235481	0.0369845293
0.1511073112	0.0059790006	0.0208401736	0.0175061896	0.2794178426	0.0361452140	0.3446554244	0.0580723956	0.0862764269
0.0247825515	0.0243116859	0.1750725061	0.0254585464	0.3358676732	0.0199637674	0.1668655574	0.1033580452	0.1243197247
0.0035907405	0.0004057740	0.0067393812	0.0009459205	0.4784208536	0.0029787552	0.4860475957	0.0192676093	0.0016033453
0.0086910389	0.0353783593	0.0051612388	0.0041072574	0.0048402282	0.0046675396	0.0024656390	0.7168794870	0.2178091407
0.0062978310	0.0026147971	0.0005232186	0.0008201411	0.0044835745	0.0048593245	0.0032324730	0.6953170300	0.2818515003
0.0355272442	0.0087493565	0.0010961196	0.0022066759	0.0037941842	0.0025569731	0.0017583541	0.5362578034	0.4080532789
0.0017460393	0.0048517399	0.0017966381	0.0005574047	0.0063182041	0.0007426681	0.0030076664	0.9737474322	0.0072321910
0.0370567776	0.0196216013	0.0061137788	0.0640646443	0.0056710406	0.0074052117	0.0044659884	0.0835232288	0.7720776796
0.0002787941	0.0000132819	0.0000036665	0.0000116821	0.0000550358	0.0000093997	0.0000335668	0.9718505740	0.0277439617
0.0006401290	0.0003827243	0.0000699980	0.0000396424	0.0013171661	0.0010965309	0.0007720948	0.9941402078	0.0015414476
0.0007787155	0.0003352773	0.0005449650	0.0001753583	0.0041700783	0.0003540978	0.0031727201	0.9866777658	0.0037910161
0.1511073112	0.0059790006	0.0208401736	0.0175061896	0.2794178426	0.0361452140	0.3446554244	0.0580723956	0.0862764269
0.0000435511	0.0001379022	0.0000367048	0.0000371191	0.0000449277	0.0000051283	0.0000121943	0.9990856647	0.0005969290
0.0000592994	0.0001756160	0.0000585284	0.0000457281	0.0000850375	0.0000081242	0.0000229326	0.9988393188	0.0007055193
0.0000366789	0.0000142213	0.0000190904	0.0000074215	0.0003062951	0.0000153404	0.0001437606	0.9988245368	0.0006327758
0.0065747490	0.0022145298	0.0013325007	0.0005467553	0.0128334789	0.0243599135	0.0115332911	0.8877550364	0.0528497137
